0,0.34438
-1.1041,-0.17451
0.31334,-0.66892
-0.88409,-0.14649
-1.9672,-0.82132
0.26646,-1.7573
-1.1916,0.95429
-0.98707,-1.9827
-0.017411,-0.2001
-0.68067,0.59699
-0.75893,-0.76563
0.36054,-0.012645
1.2258,0.58173
-1.3848,0.30827
-0.82418,-2.5135
0.13754,-0.019298
-0.79658,-0.51278
0.99053,0.029705
0.061447,0.76201
-0.21605,-0.49005
-1.1428,0.061877
4.2964,-0.91154
1.0798,3.8813
-0.91271,-1.7825
-0.46051,-1.6763
1.2762,0.94138
-0.2958,1.9163
0.64692,-0.30047
-1.6403,-0.58934
-2.5173,-2.5498
3.7488,-1.1085
-3.4675,4.5261
1.5641,-4.0261
0.91081,3.6613
-1.7002,-0.123
2.0002,-1.4183
-1.2694,2.251
0.97331,-2.0182
2.1955,1.5963
-0.97702,1.708
-2.471,-2.5313
1.6653,-2.1934
1.7873,2.6679
-2.7663,-0.34625
-3.659,-5.1048
1.9896,-1.9779
1.4221,4.1092
-1.7349,-0.65953
1.3969,-1.8438
1.0541,2.2261
-4.4538,0.51457
-1.1563,-4.9088
2.5321,1.4486
1.951,3.0978
-3.8728,-0.11438
0.4481,-3.8611
1.2966,2.188
0.6035,0.77134
0.20381,-0.65745
1.3,-0.63145
0.22005,0.79276
-2.4348,-0.12333
-2.6334,-3.2329
0.90269,-1.1098
2.3423,4.2853
1.83,1.3012
1.2079,0.75141
-0.12826,1.2776
-0.32776,-0.65731
-1.6926,-0.29069
0.89636,-1.4099
0.23844,1.5656
4.2961,0.85452
-3.8902,2.8624
-2.2713,-7.0265
-1.3553,-1.4656
0.082612,0.39874
2.781,2.0213
-2.8295,2.4987
3.7314,-3.2152
-0.56128,5.2159
-3.9493,-3.3374
-0.51307,-3.7282
-0.46237,1.1321
-2.6007,-1.485
-0.38582,-1.9807
2.5266,1.8612
0.40323,2.5348
-1.6829,-1.2485
-4.0645,-2.6477
2.0147,-3.0746
1.6949,4.6898
0.54617,-0.23788
0.42814,0.04436
-4.48,-0.048903
-0.56783,-5.022
4.0817,1.9656
-5.8404,2.8941
-0.95663,-8.3463
2.0939,2.7711
-2.1423,1.8501
-1.6378,-2.9171
-1.0236,-1.2215
-1.1042,-0.29367
-2.0043,-1.7559
0.96786,-1.2425
0.75431,2.5853
-1.9667,-0.63889
0.63697,-1.9627
-0.39056,1.7048
3.2539,-0.094358
2.5608,3.9633
-3.0416,0.83941
-1.3726,-4.9626
0.91638,0.53094
0.11521,0.90457
-1.8243,-1.0961
2.5552,-1.71
-2.2658,2.7939
